index_ccl	ccl_name	snp_fp_status	culture_media	ccle_primary_site	ccle_primary_hist	ccle_hist_subtype_1	cell_line_cluster_id	master_ccl_id
379	SQ1	SNP-not-tested	RPMI001	lung	carcinoma	squamous_cell_carcinoma	473;508;561;594;602;608;627;636;646;651;657;660	1135
380	SW1271	SNP-matched-reference	RPMI001	lung	carcinoma	small_cell_carcinoma	311;439;499;567;600;609;624;631;638;647;651;657;660	1153
381	SW1573	SNP-matched-reference	L15001	lung	carcinoma	squamous_cell_carcinoma	634;646;651;657;660	1157
382	T3M10	SNP-matched-reference	HAMSF12001	lung	carcinoma	large_cell_carcinoma	427;532;547;584;595;609;624;631;638;647;651;657;660	1173
383	VMRCLCD	SNP-matched-reference	MEM001	lung	carcinoma	adenocarcinoma	122;202;239;350;383;459;464;514;539;569;601;604;615;624;631;638;647;651;657;660	1251
384	COLO680N	SNP-matched-reference	RPMI001	oesophagus	carcinoma	squamous_cell_carcinoma	123;313;381;465;520;586;605;611;629;643;645;654;659;660	162
385	ECGI10	SNP-not-tested	HAMSF12001	oesophagus	carcinoma		196;326;501;530;545;584;595;609;624;631;638;647;651;657;660	233
386	KYSE140	SNP-matched-reference	RPMI001	oesophagus	carcinoma	squamous_cell_carcinoma	251;430;523;574;591;598;616;630;643;645;654;659;660	580
387	KYSE150	SNP-matched-reference	RPMIF12001	oesophagus	carcinoma	squamous_cell_carcinoma	139;301;424;502;556;569;601;604;615;624;631;638;647;651;657;660	581
388	KYSE180	SNP-matched-reference	RPMI001	oesophagus	carcinoma	squamous_cell_carcinoma	6;32;148;271;384;432;484;520;586;605;611;629;643;645;654;659;660	582
389	KYSE30	SNP-matched-reference	RPMIF12001	oesophagus	carcinoma	squamous_cell_carcinoma	221;312;404;489;562;590;593;615;624;631;638;647;651;657;660	584
390	KYSE410	SNP-matched-reference	RPMI001	oesophagus	carcinoma	squamous_cell_carcinoma	151;275;329;423;480;556;569;601;604;615;624;631;638;647;651;657;660	585
391	KYSE450	SNP-matched-reference	RPMIF12001	oesophagus	carcinoma	squamous_cell_carcinoma	70;250;352;455;557;596;619;629;643;645;654;659;660	586
392	KYSE510	SNP-matched-reference	RPMI001	oesophagus	carcinoma	squamous_cell_carcinoma	170;346;468;587;599;634;646;651;657;660	587
393	KYSE520	SNP-matched-reference	RPMI001	oesophagus	carcinoma	squamous_cell_carcinoma	147;378;547;584;595;609;624;631;638;647;651;657;660	588
394	KYSE70	SNP-matched-reference	RPMI001	oesophagus	carcinoma	squamous_cell_carcinoma	77;193;335;419;462;504;511;600;609;624;631;638;647;651;657;660	589
395	OE19	SNP-matched-reference	RPMI001	oesophagus	carcinoma	adenocarcinoma	352;455;557;596;619;629;643;645;654;659;660	894
396	OE21	SNP-matched-reference	RPMI001	oesophagus	carcinoma	squamous_cell_carcinoma	30;101;161;197;208;219;369;444;514;539;569;601;604;615;624;631;638;647;651;657;660	895
397	OE33	SNP-matched-reference	RPMI001	oesophagus		metaplasia	466;536;566;589;607;628;638;647;651;657;660	896
398	TE1	SNP-matched-reference	RPMI001	oesophagus	carcinoma	squamous_cell_carcinoma	89;155;321;382;442;504;511;600;609;624;631;638;647;651;657;660	1184
399	TE10	SNP-matched-reference	RPMI001	oesophagus	carcinoma	squamous_cell_carcinoma	43;158;234;313;381;465;520;586;605;611;629;643;645;654;659;660	1185
400	TE11	SNP-matched-reference	RPMI001	oesophagus	carcinoma	squamous_cell_carcinoma	17;31;52;101;161;197;208;219;369;444;514;539;569;601;604;615;624;631;638;647;651;657;660	1186
401	TE14	SNP-matched-reference	RPMI001	oesophagus	carcinoma	squamous_cell_carcinoma	78;124;219;369;444;514;539;569;601;604;615;624;631;638;647;651;657;660	1188
402	TE15	SNP-matched-reference	RPMI001	oesophagus	carcinoma	squamous_cell_carcinoma	30;101;161;197;208;219;369;444;514;539;569;601;604;615;624;631;638;647;651;657;660	1189
403	TE4	SNP-matched-reference	RPMI001	oesophagus	carcinoma	squamous_cell_carcinoma	145;367;472;507;540;574;591;598;616;630;643;645;654;659;660	1191
404	TE5	SNP-matched-reference	RPMI001	oesophagus	carcinoma	squamous_cell_carcinoma	86;190;294;383;459;464;514;539;569;601;604;615;624;631;638;647;651;657;660	1193
405	TE6	SNP-matched-reference	RPMI001	oesophagus	carcinoma	squamous_cell_carcinoma	145;367;472;507;540;574;591;598;616;630;643;645;654;659;660	1194
406	TE8	SNP-matched-reference	RPMI001	oesophagus	carcinoma	squamous_cell_carcinoma	54;236;266;439;499;567;600;609;624;631;638;647;651;657;660	1196
407	TE9	SNP-matched-reference	RPMI001	oesophagus	carcinoma	squamous_cell_carcinoma	6;32;148;271;384;432;484;520;586;605;611;629;643;645;654;659;660	1197
408	A2780	SNP-matched-reference	RPMI001	ovary	carcinoma	adenocarcinoma	118;270;393;423;480;556;569;601;604;615;624;631;638;647;651;657;660	29
409	CAOV3	SNP-matched-reference	DMEM001	ovary	carcinoma	adenocarcinoma	256;328;460;485;542;567;600;609;624;631;638;647;651;657;660	126
410	COV318	SNP-unconfirmed	DMEM005	ovary	carcinoma		286;497;557;596;619;629;643;645;654;659;660	184
411	COV362	SNP-matched-reference	DMEM005	ovary	carcinoma		413;490;558;595;609;624;631;638;647;651;657;660	185
412	COV434	SNP-matched-reference	DMEM005	ovary	sex_cord_stromal_tumor	granulosa_cell_tumor	42;187;267;349;411;459;464;514;539;569;601;604;615;624;631;638;647;651;657;660	186
413	COV644	SNP-matched-reference	DMEM005	ovary	carcinoma		370;486;558;595;609;624;631;638;647;651;657;660	188
414	DOV13	SNP-matched-reference	RPMI001				110;299;488;522;564;603;627;636;646;651;657;660	223
415	EFO21	SNP-unconfirmed	RPMI010	ovary	carcinoma	serous_carcinoma	58;74;215;285;395;464;514;539;569;601;604;615;624;631;638;647;651;657;660	237
416	EFO27	SNP-matched-reference	RPMI010	ovary	carcinoma	mucinous_carcinoma	176;315;412;477;530;545;584;595;609;624;631;638;647;651;657;660	238
417	ES2	SNP-matched-reference	RPMI001	ovary	carcinoma	clear_cell_carcinoma	110;299;488;522;564;603;627;636;646;651;657;660	247
418	FUOV1	SNP-matched-reference	DMEMF12006	ovary	carcinoma	serous_carcinoma	517;576;594;602;608;627;636;646;651;657;660	261
419	HEYA8	SNP-not-tested	EMEM003	ovary	carcinoma		67;168;297;451;529;581;583;611;629;643;645;654;659;660	367
420	IGROV1	SNP-matched-reference	RPMI001	ovary	carcinoma	adenocarcinoma	216;399;503;551;565;601;604;615;624;631;638;647;651;657;660	473
421	JHOC5	SNP-matched-reference	DMEMF12004	ovary	carcinoma	clear_cell_carcinoma	181;234;313;381;465;520;586;605;611;629;643;645;654;659;660	492
422	JHOM1	SNP-matched-reference	DMEMF12004	ovary	carcinoma	adenocarcinoma	302;495;532;547;584;595;609;624;631;638;647;651;657;660	493
423	JHOS2	SNP-matched-reference	DMEMF12003	ovary	carcinoma	adenocarcinoma	224;324;389;420;477;530;545;584;595;609;624;631;638;647;651;657;660	495
424	KURAMOCHI	SNP-matched-reference	RPMI001	ovary	carcinoma	undifferentiated_carcinoma	337;443;500;537;550;572;602;608;627;636;646;651;657;660	577
425	MCAS	SNP-matched-reference	EMEM005	ovary	carcinoma	adenocarcinoma	84;235;319;379;480;556;569;601;604;615;624;631;638;647;651;657;660	644
426	OAW28	SNP-matched-reference	DMEM007	ovary	carcinoma		300;342;483;524;593;615;624;631;638;647;651;657;660	879
427	OAW42	SNP-matched-reference	DMEM007	ovary	carcinoma		246;331;395;464;514;539;569;601;604;615;624;631;638;647;651;657;660	880
428	OC314	SNP-matched-reference	RPMI005	ovary	carcinoma	serous_carcinoma	22;55;135;233;281;331;395;464;514;539;569;601;604;615;624;631;638;647;651;657;660	881
429	ONCODG1	SNP-not-tested	RPMI001	ovary	carcinoma	adenocarcinoma	63;203;260;374;484;520;586;605;611;629;643;645;654;659;660	898
430	OV56	SNP-matched-reference	DMEMF12005	ovary	carcinoma		330;390;474;570;599;634;646;651;657;660	905
431	OV7	SNP-matched-reference	DMEMF12007	ovary	carcinoma		339;475;513;552;589;607;628;638;647;651;657;660	906
432	OV90	SNP-not-tested	MCDB001	ovary	carcinoma	mixed_carcinoma	305;458;494;545;584;595;609;624;631;638;647;651;657;660	907
433	OVCAR4	SNP-not-tested	RPMI001	ovary	carcinoma		386;457;529;581;583;611;629;643;645;654;659;660	908
434	OVCAR5	SNP-unconfirmed	RPMI005				221;312;404;489;562;590;593;615;624;631;638;647;651;657;660	909
435	OVCAR8	SNP-matched-reference	RPMI001	ovary	carcinoma		59;235;319;379;480;556;569;601;604;615;624;631;638;647;651;657;660	910
436	OVISE	SNP-matched-reference	RPMI001	ovary	carcinoma	clear_cell_carcinoma	299;488;522;564;603;627;636;646;651;657;660	911
437	OVK18	SNP-matched-reference	MEM001	ovary	carcinoma	endometrioid_carcinoma	98;138;199;377;460;485;542;567;600;609;624;631;638;647;651;657;660	912
438	IGROV1	SNP-matched-reference	RPMI001	ovary	carcinoma	adenocarcinoma	216;399;503;551;565;601;604;615;624;631;638;647;651;657;660	473
439	MKN74	SNP-matched-reference	RPMI001	stomach	carcinoma	tubular_adenocarcinoma	179;303;342;483;524;593;615;624;631;638;647;651;657;660	685
440	OVSAHO	SNP-matched-reference	RPMI001	ovary	carcinoma	adenocarcinoma	337;443;500;537;550;572;602;608;627;636;646;651;657;660	915
441	OVTOKO	SNP-matched-reference	RPMI001	ovary	carcinoma	clear_cell_carcinoma	231;358;445;521;550;572;602;608;627;636;646;651;657;660	916
442	RMGI	SNP-matched-reference	HAMSF12001	ovary	carcinoma	clear_cell_carcinoma	141;382;442;504;511;600;609;624;631;638;647;651;657;660	983
443	OAW28	SNP-matched-reference	HAMSF12001	ovary	carcinoma		141;382;442;504;511;600;609;624;631;638;647;651;657;660	879
444	SKOV3	SNP-matched-reference	MCCOYS5A001	ovary	carcinoma	adenocarcinoma	277;341;462;504;511;600;609;624;631;638;647;651;657;660	1059
445	SNU119	SNP-unconfirmed	RPMI001	ovary	carcinoma	adenocarcinoma	279;340;417;521;550;572;602;608;627;636;646;651;657;660	1084
446	SNU8	SNP-matched-reference	RPMI001	ovary	carcinoma	adenocarcinoma	21;149;204;381;465;520;586;605;611;629;643;645;654;659;660	1123
447	SNU840	SNP-not-tested	RPMI001	ovary	carcinoma	Brenner_tumor	509;561;594;602;608;627;636;646;651;657;660	1125
448	TOV112D	SNP-matched-reference	MCDB002	ovary	carcinoma	endometrioid_carcinoma	106;233;281;331;395;464;514;539;569;601;604;615;624;631;638;647;651;657;660	1208
449	TOV21G	SNP-matched-reference	MCDB001	ovary	carcinoma	clear_cell_carcinoma	474;570;599;634;646;651;657;660	1209
450	TYKNU	SNP-not-tested	EMEM001	ovary	carcinoma	undifferentiated_carcinoma	67;168;297;451;529;581;583;611;629;643;645;654;659;660	1217
451	ASPC1	SNP-matched-reference	RPMI001	pancreas	carcinoma	ductal_carcinoma	140;320;412;477;530;545;584;595;609;624;631;638;647;651;657;660	52
452	BXPC3	SNP-matched-reference	RPMI001	pancreas	carcinoma	ductal_carcinoma	189;274;400;454;538;559;591;598;616;630;643;645;654;659;660	101
453	CAPAN1	SNP-matched-reference	IMDM003	pancreas	carcinoma	ductal_carcinoma	316;433;478;536;566;589;607;628;638;647;651;657;660	128
454	CAPAN2	SNP-not-tested	MCCOYS5A001	pancreas	carcinoma	ductal_carcinoma	376;421;489;562;590;593;615;624;631;638;647;651;657;660	129
455	CFPAC1	SNP-matched-reference	DMEM001	pancreas	carcinoma	ductal_carcinoma	401;470;555;575;605;611;629;643;645;654;659;660	138
456	DANG	SNP-matched-reference	RPMI001	pancreas	carcinoma		213;441;497;557;596;619;629;643;645;654;659;660	201
457	HPAC	SNP-matched-reference	DMEMF12002	pancreas	carcinoma	ductal_carcinoma	392;512;575;605;611;629;643;645;654;659;660	384
458	HPAFII	SNP-matched-reference	EMEM001	pancreas	carcinoma	ductal_carcinoma	344;365;445;521;550;572;602;608;627;636;646;651;657;660	385
459	HS766T	SNP-matched-reference	DMEM001	pancreas	carcinoma	ductal_carcinoma	437;516;590;593;615;624;631;638;647;651;657;660	421
460	HUPT3	SNP-matched-reference	MEM001	pancreas	carcinoma		324;389;420;477;530;545;584;595;609;624;631;638;647;651;657;660	462
461	HUPT4	SNP-not-tested	MEM001	pancreas	carcinoma		166;256;328;460;485;542;567;600;609;624;631;638;647;651;657;660	463
462	KP2	SNP-matched-reference	RPMI001	pancreas	carcinoma		188;240;363;420;477;530;545;584;595;609;624;631;638;647;651;657;660	566
463	KP3	SNP-matched-reference	RPMI001	pancreas	carcinoma	ductal_carcinoma	348;476;528;560;586;605;611;629;643;645;654;659;660	567
464	KP4	SNP-matched-reference	DMEMF12003	pancreas	carcinoma	ductal_carcinoma	56;97;177;359;546;587;599;634;646;651;657;660	568
465	L33	SNP-matched-reference	RPMI001	pancreas	carcinoma		296;379;480;556;569;601;604;615;624;631;638;647;651;657;660	591
466	MIAPACA2	SNP-matched-reference	DMEM001	pancreas	carcinoma	ductal_carcinoma	7;19;64;107;281;331;395;464;514;539;569;601;604;615;624;631;638;647;651;657;660	679
467	PANC0203	SNP-matched-reference	RPMI009	pancreas	carcinoma		240;363;420;477;530;545;584;595;609;624;631;638;647;651;657;660	920
468	PANC0327	SNP-matched-reference	RPMI009	pancreas	carcinoma	ductal_carcinoma	34;117;246;331;395;464;514;539;569;601;604;615;624;631;638;647;651;657;660	922
469	PANC0403	SNP-matched-reference	RPMI009	pancreas	carcinoma		136;245;314;363;420;477;530;545;584;595;609;624;631;638;647;651;657;660	923
470	PANC0504	SNP-matched-reference	RPMI001	pancreas	carcinoma		321;382;442;504;511;600;609;624;631;638;647;651;657;660	924
471	PANC0813	SNP-unconfirmed	RPMI020	pancreas	carcinoma	ductal_carcinoma	146;301;424;502;556;569;601;604;615;624;631;638;647;651;657;660	925
472	HS934T	SNP-matched-reference	DMEM001	skin	malignant_melanoma		548;618;644;655;657;660	436
473	PANC1005	SNP-not-tested	RPMI006	pancreas	carcinoma	ductal_carcinoma	171;338;421;489;562;590;593;615;624;631;638;647;651;657;660	927
474	PATU8902	SNP-not-tested	DMEM001	pancreas	carcinoma	ductal_carcinoma	463;543;597;619;629;643;645;654;659;660	928
475	PATU8988S	SNP-matched-reference	DMEM005	pancreas	carcinoma	ductal_carcinoma	357;494;545;584;595;609;624;631;638;647;651;657;660	929
476	PATU8988T	SNP-matched-reference	DMEM001	pancreas	carcinoma	ductal_carcinoma	327;441;497;557;596;619;629;643;645;654;659;660	930
477	PK1	SNP-not-tested	RPMI001	pancreas	carcinoma		70;250;352;455;557;596;619;629;643;645;654;659;660	944
478	PK45H	SNP-matched-reference	RPMI001	pancreas	carcinoma		165;368;378;547;584;595;609;624;631;638;647;651;657;660	945
479	PK59	SNP-matched-reference	RPMI001	pancreas	carcinoma		89;155;321;382;442;504;511;600;609;624;631;638;647;651;657;660	946
480	PSN1	SNP-matched-reference	RPMI007	pancreas	carcinoma	ductal_carcinoma	37;106;233;281;331;395;464;514;539;569;601;604;615;624;631;638;647;651;657;660	952
481	QGP1	SNP-matched-reference	RPMI001	pancreas	carcinoma		334;446;528;560;586;605;611;629;643;645;654;659;660	954
482	SNU213	SNP-matched-reference	RPMI001	pancreas	carcinoma		537;550;572;602;608;627;636;646;651;657;660	1093
483	SNU410	SNP-matched-reference	RPMI001	pancreas	carcinoma		626;644;655;657;660	1103
484	SU8686	SNP-matched-reference	RPMI001	pancreas	carcinoma	ductal_carcinoma	266;439;499;567;600;609;624;631;638;647;651;657;660	1138
485	SUIT2	SNP-matched-reference	RPMI001	pancreas	carcinoma	ductal_carcinoma	625;637;653;658;662	1145
486	SW1990	SNP-matched-reference	RPMI001	pancreas	carcinoma	ductal_carcinoma	130;195;285;395;464;514;539;569;601;604;615;624;631;638;647;651;657;660	1160
487	TCCPAN2	SNP-matched-reference	RPMI001	pancreas	carcinoma		217;372;467;517;576;594;602;608;627;636;646;651;657;660	1182
488	YAPC	SNP-matched-reference	RPMI001	pancreas	carcinoma		247;392;512;575;605;611;629;643;645;654;659;660	1277
489	ACCMESO1	SNP-matched-reference	RPMI001	pleura	mesothelioma		447;522;564;603;627;636;646;651;657;660	41
490	CAL51	SNP-matched-reference	DMEM006	breast	carcinoma		15;180;308;374;484;520;586;605;611;629;643;645;654;659;660	117
491	ISTMES1	SNP-matched-reference	DMEM012	pleura	mesothelioma		332;394;490;558;595;609;624;631;638;647;651;657;660	480
492	JL1	SNP-matched-reference	DMEM005	pleura	mesothelioma		492;549;571;613;626;644;655;657;660	504
493	MPP89	SNP-matched-reference	DMEM001	pleura	mesothelioma		278;466;536;566;589;607;628;638;647;651;657;660	705
494	MSTO211H	SNP-matched-reference	RPMI001	pleura	mesothelioma		377;460;485;542;567;600;609;624;631;638;647;651;657;660	706
495	NCIH2052	SNP-not-tested	RPMI001	pleura	mesothelioma		220;397;519;572;602;608;627;636;646;651;657;660	155481
496	NCIH226	SNP-matched-reference	RPMI001	lung	carcinoma	squamous_cell_carcinoma	317;436;613;626;644;655;657;660	155297
497	NCIH28	SNP-not-tested	RPMI001	pleura	mesothelioma		40;99;203;260;374;484;520;586;605;611;629;643;645;654;659;660	155285
498	22RV1	SNP-matched-reference	RPMI001	prostate	carcinoma		132;405;434;476;528;560;586;605;611;629;643;645;654;659;660	7
499	DU145	SNP-matched-reference	EMEM001	prostate	carcinoma		46;211;307;390;474;570;599;634;646;651;657;660	225
500	LNCAPCLONEFGC	SNP-not-tested	RPMI001	prostate	carcinoma	adenocarcinoma	53;122;202;239;350;383;459;464;514;539;569;601;604;615;624;631;638;647;651;657;660	618
501	PC3	SNP-matched-reference	F12K001	prostate	carcinoma	adenocarcinoma	255;410;471;578;610;628;638;647;651;657;660	932
502	VCAP	SNP-matched-reference	DMEM001	prostate	carcinoma	adenocarcinoma	272;449;486;558;595;609;624;631;638;647;651;657;660	1249
503	A253	SNP-matched-reference	MCCOYS5A001	salivary_gland	carcinoma	mucoepidermoid_carcinoma	461;579;622;635;645;654;659;660	28
504	YD15	SNP-matched-reference	RPMI001	salivary_gland	carcinoma	mucoepidermoid_carcinoma	29;82;194;290;304;388;507;540;574;591;598;616;630;643;645;654;659;660	1279
505	A101D	SNP-matched-reference	DMEM001	skin	malignant_melanoma		394;490;558;595;609;624;631;638;647;651;657;660	23
506	A2058	SNP-matched-reference	DMEM001	skin	malignant_melanoma		73;286;497;557;596;619;629;643;645;654;659;660	27
507	A375	SNP-matched-reference	DMEM001	skin	malignant_melanoma		293;309;415;465;520;586;605;611;629;643;645;654;659;660	30
508	C32	SNP-matched-reference	EMEM001	skin	malignant_melanoma		461;579;622;635;645;654;659;660	103
509	CJM	SNP-matched-reference	HAMSF10001	skin	malignant_melanoma		129;196;326;501;530;545;584;595;609;624;631;638;647;651;657;660	146
510	NCIH1869	SNP-matched-reference	RPMI001	lung	carcinoma	squamous_cell_carcinoma	51;243;389;420;477;530;545;584;595;609;624;631;638;647;651;657;660	155456
511	COLO741	SNP-not-tested	RPMI001	skin	malignant_melanoma		635;645;654;659;660	166
512	KE39	SNP-matched-reference	RPMI001	stomach	carcinoma		453;526;580;623;631;638;647;651;657;660	526
513	COLO792	SNP-unconfirmed	RPMI007	skin	malignant_melanoma		305;458;494;545;584;595;609;624;631;638;647;651;657;660	169
514	COLO800	SNP-matched-reference	RPMI001	skin	malignant_melanoma		95;225;425;487;577;614;640;650;659;660	170
515	COLO829	SNP-matched-reference	RPMI001	skin	malignant_melanoma		95;225;425;487;577;614;640;650;659;660	172
516	G361	SNP-matched-reference	MCCOYS5A001	skin	malignant_melanoma		128;287;335;419;462;504;511;600;609;624;631;638;647;651;657;660	263
517	HMCB	SNP-matched-reference	EMEM003	skin	malignant_melanoma		73;286;497;557;596;619;629;643;645;654;659;660	377
518	HS294T	SNP-matched-reference	DMEM001	skin	malignant_melanoma		19;64;107;281;331;395;464;514;539;569;601;604;615;624;631;638;647;651;657;660	395
519	HS688AT	SNP-not-tested	DMEM001	skin	malignant_melanoma		548;618;644;655;657;660	410
520	HS839T	SNP-matched-reference	DMEM001	skin	malignant_melanoma		549;571;613;626;644;655;657;660	426
521	HS852T	SNP-matched-reference	DMEM002	skin	malignant_melanoma		341;462;504;511;600;609;624;631;638;647;651;657;660	428
522	HS895T	SNP-matched-reference	DMEM001	skin	malignant_melanoma		227;492;549;571;613;626;644;655;657;660	434
523	PANC1	SNP-matched-reference	DMEM001	pancreas	carcinoma	ductal_carcinoma	658;662	926
524	HS936T	SNP-matched-reference	DMEM002	skin	malignant_melanoma		160;287;335;419;462;504;511;600;609;624;631;638;647;651;657;660	437
525	HS940T	SNP-matched-reference	DMEM001	skin	malignant_melanoma		525;554;618;644;655;657;660	439
526	HS944T	SNP-matched-reference	RPMI001	skin	malignant_melanoma		156;284;406;485;542;567;600;609;624;631;638;647;651;657;660	440
527	HT144	SNP-matched-reference	MCCOYS5A001	skin	malignant_melanoma		48;172;225;425;487;577;614;640;650;659;660	450
528	IGR1	SNP-matched-reference	DMEM001	skin	malignant_melanoma		248;444;514;539;569;601;604;615;624;631;638;647;651;657;660	470
529	IGR37	SNP-not-tested	DMEM011	skin	malignant_melanoma		201;248;444;514;539;569;601;604;615;624;631;638;647;651;657;660	471
530	IGR39	SNP-matched-reference	DMEM011	skin	malignant_melanoma		413;490;558;595;609;624;631;638;647;651;657;660	472
531	IPC298	SNP-matched-reference	RPMI001	skin	malignant_melanoma		16;242;310;345;498;555;575;605;611;629;643;645;654;659;660	478
532	K029AX	SNP-matched-reference	RPMI001	skin	malignant_melanoma		201;248;444;514;539;569;601;604;615;624;631;638;647;651;657;660	512
533	LOXIMVI	SNP-matched-reference	RPMI001	skin	malignant_melanoma		354;386;457;529;581;583;611;629;643;645;654;659;660	623
534	MALME3M	SNP-not-tested	RPMI001	skin	malignant_melanoma		640;650;659;660	641
535	MDAMB435S	SNP-matched-reference	RPMI001	skin	malignant_melanoma		191;354;386;457;529;581;583;611;629;643;645;654;659;660	655
536	MELHO	SNP-matched-reference	RPMI001	skin	malignant_melanoma		242;310;345;498;555;575;605;611;629;643;645;654;659;660	666
537	MELJUSO	SNP-matched-reference	RPMI001	skin	malignant_melanoma		59;235;319;379;480;556;569;601;604;615;624;631;638;647;651;657;660	667
538	MEWO	SNP-matched-reference	EMEM001	skin	malignant_melanoma		136;245;314;363;420;477;530;545;584;595;609;624;631;638;647;651;657;660	669
539	RPMI7951	SNP-matched-reference	DMEM001	skin	malignant_melanoma		120;325;472;507;540;574;591;598;616;630;643;645;654;659;660	991
540	SH4	SNP-unconfirmed	DMEM001	skin	malignant_melanoma		577;614;640;650;659;660	1025
541	SKMEL2	SNP-not-tested	EMEM001	skin	malignant_melanoma		585;617;650;659;660	1041
542	SKMEL24	SNP-matched-reference	EMEM003	skin	malignant_melanoma		487;577;614;640;650;659;660	1042
543	SKMEL28	SNP-not-tested	EMEM001	skin	malignant_melanoma		614;640;650;659;660	1043
544	SKMEL3	SNP-unconfirmed	MCCOYS5A003	skin	malignant_melanoma		438;524;593;615;624;631;638;647;651;657;660	1044
545	SKMEL30	SNP-matched-reference	RPMI001	skin	malignant_melanoma		16;242;310;345;498;555;575;605;611;629;643;645;654;659;660	1045
546	SKMEL31	SNP-not-tested	EMEM002	skin	malignant_melanoma		353;451;529;581;583;611;629;643;645;654;659;660	1046
547	SKMEL5	SNP-not-tested	EMEM001	skin	malignant_melanoma		353;451;529;581;583;611;629;643;645;654;659;660	1047
548	UACC257	SNP-matched-reference	RPMI001	skin	malignant_melanoma		375;425;487;577;614;640;650;659;660	1232
549	UACC62	SNP-matched-reference	RPMI001	skin	malignant_melanoma		200;375;425;487;577;614;640;650;659;660	1233
550	WM115	SNP-matched-reference	EMEM001	skin	malignant_melanoma		33;200;375;425;487;577;614;640;650;659;660	1255
551	WM1799	SNP-unconfirmed	RPMI001	skin	malignant_melanoma		49;206;419;462;504;511;600;609;624;631;638;647;651;657;660	1256
552	WM2664	SNP-matched-reference	EMEM001	skin	malignant_melanoma		33;200;375;425;487;577;614;640;650;659;660	1260
553	WM793	SNP-matched-reference	RPMI001	skin	malignant_melanoma		49;206;419;462;504;511;600;609;624;631;638;647;651;657;660	1270
554	WM88	SNP-matched-reference	RPMI001	skin	malignant_melanoma		48;172;225;425;487;577;614;640;650;659;660	1271
555	WM983B	SNP-matched-reference	RPMI001	skin	malignant_melanoma		172;225;425;487;577;614;640;650;659;660	1273
556	A204	SNP-matched-reference	MCCOYS5A001	soft_tissue	rhabdoid_tumor		79;263;373;409;566;589;607;628;638;647;651;657;660	26
557	G401	SNP-matched-reference	MCCOYS5A001	soft_tissue	rhabdoid_tumor		38;50;175;207;294;383;459;464;514;539;569;601;604;615;624;631;638;647;651;657;660	264
558	G402	SNP-matched-reference	MCCOYS5A001	soft_tissue	rhabdoid_tumor		9;35;79;263;373;409;566;589;607;628;638;647;651;657;660	265
559	GCT	SNP-matched-reference	MCCOYS5A001	soft_tissue	malignant_fibrous_histiocytoma_pleomorphic_sarcoma		184;218;349;411;459;464;514;539;569;601;604;615;624;631;638;647;651;657;660	271
560	HS729	SNP-matched-reference	DMEM001	soft_tissue	rhabdomyosarcoma		83;184;218;349;411;459;464;514;539;569;601;604;615;624;631;638;647;651;657;660	414
561	HT1080	SNP-matched-reference	EMEM001	soft_tissue	fibrosarcoma		37;106;233;281;331;395;464;514;539;569;601;604;615;624;631;638;647;651;657;660	446
562	KYM1	SNP-matched-reference	DMEMF12003	soft_tissue	rhabdomyosarcoma		411;459;464;514;539;569;601;604;615;624;631;638;647;651;657;660	578
563	MESSA	SNP-matched-reference	MCCOYS5A001	soft_tissue	sarcoma		579;622;635;645;654;659;660	668
564	RD	SNP-matched-reference	DMEM001	soft_tissue	rhabdomyosarcoma	embryonal	14;64;107;281;331;395;464;514;539;569;601;604;615;624;631;638;647;651;657;660	961
565	KALS1	SNP-matched-reference	RPMI003	central_nervous_system	glioma		154;275;329;423;480;556;569;601;604;615;624;631;638;647;651;657;660	514
566	RH30	SNP-matched-reference	RPMI001	soft_tissue	rhabdomyosarcoma	alveolar	138;199;377;460;485;542;567;600;609;624;631;638;647;651;657;660	975
567	RH41	SNP-matched-reference	RPMI001	soft_tissue	rhabdomyosarcoma	alveolar	144;186;260;374;484;520;586;605;611;629;643;645;654;659;660	976
568	RKN	SNP-matched-reference	HAMSF12001	soft_tissue	leiomyosarcoma		210;457;529;581;583;611;629;643;645;654;659;660	978
569	SNU245	SNP-matched-reference	RPMI001	biliary_tract	carcinoma		636;646;651;657;660	1095
570	SKLMS1	SNP-unconfirmed	EMEM001	soft_tissue	sarcoma		72;104;268;402;450;506;570;599;634;646;651;657;660	1037
571	SKUT1	SNP-matched-reference	EMEM001	soft_tissue	leiomyosarcoma		26;65;104;268;402;450;506;570;599;634;646;651;657;660	1063
572	DU145	SNP-matched-reference	EMEM001	prostate	carcinoma		46;211;307;390;474;570;599;634;646;651;657;660	225
573	TE441T	SNP-matched-reference	DMEM001	soft_tissue	rhabdomyosarcoma		552;589;607;628;638;647;651;657;660	1192
574	TE617T	SNP-matched-reference	DMEM001	soft_tissue	rhabdomyosarcoma		69;197;208;219;369;444;514;539;569;601;604;615;624;631;638;647;651;657;660	1195
575	2313287	SNP-matched-reference	RPMI001	stomach	carcinoma	adenocarcinoma	174;384;432;484;520;586;605;611;629;643;645;654;659;660	4
576	AGS	SNP-matched-reference	F12K001	stomach	carcinoma	adenocarcinoma	226;470;555;575;605;611;629;643;645;654;659;660	44
577	ECC10	SNP-matched-reference	RPMI001	stomach	carcinoma	small_cell_adenocarcinoma	214;406;485;542;567;600;609;624;631;638;647;651;657;660	231
