Gene	Score	0.95 MoE	p-value	FDR
RP11-156P1.2	-0.07189600805779998		0.5	0.7464231413979961
LINC00256B	-0.07189601082490342		0.5	0.7464231413979961
KB-1125A3.10	-0.07189601610787683		0.5	0.7464231413979961
RP11-439L8.4	-0.07189602169137096		0.5	0.7464231413979961
RP11-508N22.8	-0.07189602190144095		0.5	0.7464231413979961
HMGB3P32	-0.07189602208435915		0.5	0.7464231413979961
RP11-503N18.3	-0.07189602293177101		0.5	0.7464231413979961
RP11-27M24.2	-0.07189602305681082		0.5	0.7464231413979961
RP11-214J9.1	-0.07189602360587889		0.5	0.7464231413979961
PAX7	-0.07189602440808796		0.5	0.7464231413979961
PDZD3	-0.07189602512951108		0.5	0.7464231413979961
MIR27B	-0.07189602572587046		0.5	0.7464231413979961
RP11-346D14.1	-0.07189602614771755		0.5	0.7464231413979961
AC073869.2	-0.07189602673480937		0.5	0.7464231413979961
AC073135.3	-0.07189602749466699		0.5	0.7464231413979961
RP4-566D2.1	-0.07189603000217239		0.5	0.7464231413979961
J01415.15	-0.07189603167142464		0.5	0.7464231413979961
GLI3	-0.07192832140621809		0.5	0.7464231413979961
LURAP1	-0.07200292142494435		0.5	0.7464231413979961
PABPC1P3	-0.0720101326861335		0.5	0.7464231413979961
LINC00525	-0.07208529586421988		0.5	0.7464231413979961
TIMM17B	-0.07210130884882127		0.5	0.7464231413979961
PJA2	-0.07229196424466147		0.5	0.7464231413979961
CHEK2	-0.07230384361885255		0.5	0.7464231413979961
HCG9	-0.07237269628837707		0.5	0.7464231413979961
SETP21	-0.07238666041779007		0.5	0.7464231413979961
ANKRD55	-0.0723967243839721		0.5	0.7464231413979961
RP11-290M5.2	-0.07242091395469592		0.5	0.7464231413979961
SP4	-0.07246204681481774		0.5	0.7464231413979961
RP11-280K24.4	-0.07251236097377069		0.5	0.7464231413979961
SCAND2	-0.07251470106749154		0.5	0.7464231413979961
RP11-202I11.2	-0.07252768634225885		0.5	0.7464231413979961
FARP1-IT1	-0.07252769496702237		0.5	0.7464231413979961
HNF1A-AS1	-0.07252769681256922		0.5	0.7464231413979961
RP11-64K12.6	-0.07252769732116794		0.5	0.7464231413979961
GCNT1P4	-0.07252770174193979		0.5	0.7464231413979961
AC139426.3	-0.07252770260483758		0.5	0.7464231413979961
FTH1P24	-0.07252770324543344		0.5	0.7464231413979961
HOXD11	-0.07252770358827941		0.5	0.7464231413979961
CHORDC2P	-0.07252770476821842		0.5	0.7464231413979961
RP11-402G3.5	-0.07252770707668742		0.5	0.7464231413979961
MIR423	-0.07252770755826053		0.5	0.7464231413979961
SAR1P1	-0.0725277078610879		0.5	0.7464231413979961
AC016700.4	-0.07252771209960183		0.5	0.7464231413979961
LRRC69	-0.07253291590761704		0.5	0.7464231413979961
AC013268.5	-0.07265469643653505		0.5	0.7464231413979961
AC007431.2	-0.07270512401320546		0.5	0.7464231413979961
AC008278.2	-0.07270512866224503		0.5	0.7464231413979961
AC008174.3	-0.07272997270555602		0.5	0.7464231413979961
INPP5E	-0.07281086577263786		0.5	0.7464231413979961
RP11-434D9.2	-0.07283244884273417		0.5	0.7464231413979961
RP11-33N11.1	-0.07283245630282573		0.5	0.7464231413979961
C6orf130	-0.07291422690357893		0.5	0.7464231413979961
AC000123.4	-0.07296157325037216		0.5	0.7464231413979961
BACE1	-0.07302924364249073		0.5	0.7464231413979961
RP11-755B10.2	-0.073056490296142		0.5	0.7464231413979961
DYM	-0.07314649902923341		0.5	0.7464231413979961
AC093627.12	-0.07320453887026417		0.5	0.7464231413979961
RP11-103J17.2	-0.07320453920813778		0.5	0.7464231413979961
RP11-90O23.1	-0.07320454259841057		0.5	0.7464231413979961
RN5S393	-0.07320454422652438		0.5	0.7464231413979961
RP5-1185H19.2	-0.0732045447447927		0.5	0.7464231413979961
C9	-0.07320454588328301		0.5	0.7464231413979961
RP11-575F12.1	-0.07320454673058915		0.5	0.7464231413979961
RP11-757H14.2	-0.07320454675950776		0.5	0.7464231413979961
RP11-130C19.3	-0.07320455074687016		0.5	0.7464231413979961
RP11-118H4.1	-0.07320455083887341		0.5	0.7464231413979961
RP11-653B10.1	-0.07320455241490989		0.5	0.7464231413979961
IGLV3-10	-0.07320455456042727		0.5	0.7464231413979961
LRRC7	-0.07320455503667801		0.5	0.7464231413979961
RP11-707G14.3	-0.07320455523467215		0.5	0.7464231413979961
ANKS4B	-0.07320455589512274		0.5	0.7464231413979961
GOLGA6L11P	-0.073204562871928		0.5	0.7464231413979961
ZWILCH	-0.07327112810148603		0.5	0.7464231413979961
CTD-2290C23.2	-0.07333986894650495		0.5	0.7464231413979961
RP1-67K17.3	-0.07352673022413891		0.5	0.7464231413979961
NCAM2	-0.07356822531262436		0.5	0.7464231413979961
MAN2A2	-0.07362290017719217		0.5	0.7464231413979961
AC114752.2	-0.07373258221745634		0.5	0.7464231413979961
RP13-20L14.1	-0.07388019020531435		0.5	0.7464231413979961
RP1-256G22.1	-0.07394154768040795		0.5	0.7464231413979961
RPL36AL	-0.07395292063608729		0.5	0.7464231413979961
HERC2P4	-0.07398731856935822		0.5	0.7464231413979961
RP1-85F18.5	-0.07403727188250238		0.5	0.7464231413979961
RP11-251A15.4	-0.07403764356714358		0.5	0.7464231413979961
MRPL45P2	-0.07404188827495685		0.5	0.7464231413979961
GPR144	-0.07404400226342413		0.5	0.7464231413979961
CPSF2	-0.07411188465512276		0.5	0.7464231413979961
RP5-1000K24.2	-0.07411836818809413		0.5	0.7464231413979961
BTBD18	-0.07412746926077421		0.5	0.7464231413979961
AP5M1	-0.07442588619305454		0.5	0.7464231413979961
GS1-184P14.2	-0.0744619332518412		0.5	0.7464231413979961
POLR2J3	-0.07450233218751377		0.5	0.7464231413979961
WAC	-0.07454725586081475		0.5	0.7464231413979961
RP11-152F13.7	-0.07464062389636708		0.5	0.7464231413979961
AC019186.1	-0.07468225365741772		0.5	0.7464231413979961
PTTG3P	-0.07468464633476649		0.5	0.7464231413979961
RP11-603J24.17	-0.07469608208591103		0.5	0.7464231413979961
LAMB4	-0.07478913657978853		0.5	0.7464231413979961
SKAP2	-0.07484083458624384		0.5	0.7464231413979961
AC097721.2	-0.07491130220938085		0.5	0.7464231413979961
ZC3H8	-0.07491739256656466		0.5	0.7464231413979961
SPARCL1	-0.07492463769893898		0.5	0.7464231413979961
RAC1	-0.07503328044526095		0.5	0.7464231413979961
QRICH2	-0.07510035210412525		0.5	0.7464231413979961
RP11-296P7.4	-0.07513130896752772		0.5	0.7464231413979961
MIR590	-0.07524023641320143		0.5	0.7464231413979961
RP11-296L22.8	-0.07534281722292416		0.5	0.7464231413979961
AC105052.1	-0.07538813314638541		0.5	0.7464231413979961
ZFY-AS1	-0.07538837013010066		0.5	0.7464231413979961
RP11-31E23.1	-0.07541975759126572		0.5	0.7464231413979961
LRP3	-0.07546223370069519		0.5	0.7464231413979961
AC006465.3	-0.07549339611605342		0.5	0.7464231413979961
RP13-942N8.1	-0.0755376931896881		0.5	0.7464231413979961
PRKACB	-0.07555765972011536		0.5	0.7464231413979961
RP11-433J20.1	-0.0755689245515097		0.5	0.7464231413979961
CTD-2110K23.1	-0.07566785827960813		0.5	0.7464231413979961
LMOD2	-0.07566786168494494		0.5	0.7464231413979961
FRZB	-0.07568576979430623		0.5	0.7464231413979961
AC018737.2	-0.07568788247883351		0.5	0.7464231413979961
MIR320B2	-0.07568788651240602		0.5	0.7464231413979961
SUMO1P2	-0.07568788922662574		0.5	0.7464231413979961
RP11-325O24.1	-0.07568789037115033		0.5	0.7464231413979961
DLX6	-0.07568789067210337		0.5	0.7464231413979961
OSTN-AS1	-0.07568789346750542		0.5	0.7464231413979961
XXbac-BPG55C20.7	-0.07568789451256328		0.5	0.7464231413979961
RP11-464F9.19	-0.07568789594328142		0.5	0.7464231413979961
AL160314.1	-0.07568789679864116		0.5	0.7464231413979961
POTEF	-0.07568789682972651		0.5	0.7464231413979961
RP11-114M1.2	-0.07568790100293807		0.5	0.7464231413979961
GOLGA6L1	-0.07568790251197674		0.5	0.7464231413979961
RP3-390M24.1	-0.07568790302382147		0.5	0.7464231413979961
RP11-477G18.2	-0.07568790711137931		0.5	0.7464231413979961
UGT2B28	-0.07568790735611919		0.5	0.7464231413979961
RNY4P25	-0.07568791089762165		0.5	0.7464231413979961
AC009951.1	-0.07568791097807066		0.5	0.7464231413979961
RP11-710N8.2	-0.0756879111460191		0.5	0.7464231413979961
CACNA1C	-0.07568792426528147		0.5	0.7464231413979961
SORBS1	-0.07571082862189073		0.5	0.7464231413979961
RP11-303E16.3	-0.07572959886360195		0.5	0.7464231413979961
CTA-212D2.2	-0.07578710947469781		0.5	0.7464231413979961
OPRD1	-0.07581647321738877		0.5	0.7464231413979961
RP11-234B24.2	-0.07581648208510239		0.5	0.7464231413979961
SAC3D1	-0.07584989241626144		0.5	0.7464231413979961
KIAA0020	-0.0758908213374616		0.5	0.7464231413979961
PCDHGB1	-0.07594177856371656		0.5	0.7464231413979961
RP4-791M13.3	-0.07597328724784039		0.5	0.7464231413979961
B3GALNT2	-0.07629844454046746		0.5	0.7464231413979961
TAF15	-0.07636470357265923		0.5	0.7464231413979961
SRP19	-0.07637875705384235		0.5	0.7464231413979961
RP11-356C4.4	-0.0763807220090905		0.5	0.7464231413979961
CTD-2228K2.5	-0.07645420698044825		0.5	0.7464231413979961
RP11-486A14.1	-0.07645576773736033		0.5	0.7464231413979961
RP11-136I13.1	-0.07649229566921757		0.5	0.7464231413979961
RP5-831K15.1	-0.07649229875900435		0.5	0.7464231413979961
TUBBP5	-0.07649230064539857		0.5	0.7464231413979961
RP11-243A14.1	-0.07649230159916161		0.5	0.7464231413979961
RP1-167G20.1	-0.07649230531707175		0.5	0.7464231413979961
AC092574.1	-0.07649231022291278		0.5	0.7464231413979961
PPP1R8P1	-0.07649231307773402		0.5	0.7464231413979961
SRGAP3-AS2	-0.07649231371366763		0.5	0.7464231413979961
SPINK9	-0.07649231598601884		0.5	0.7464231413979961
PNOC	-0.07649231990992944		0.5	0.7464231413979961
MRVI1-AS1	-0.07649555642968511		0.5	0.7464231413979961
MAGIX	-0.07652243616738988		0.5	0.7464231413979961
CLDN15	-0.07656993512995032		0.5	0.7464231413979961
CHERP	-0.07658151713750587		0.5	0.7464231413979961
RANBP3	-0.07661260402806895		0.5	0.7464231413979961
MTX3	-0.0766394971125054		0.5	0.7464231413979961
RP11-452L6.7	-0.07664657089352735		0.5	0.7464231413979961
MOSPD1	-0.07668165918022661		0.5	0.7464231413979961
RP1-140C12.2	-0.07676708092932749		0.5	0.7464231413979961
SLBP	-0.07677148998117235		0.5	0.7464231413979961
USP1	-0.07677719552188984		0.5	0.7464231413979961
CTD-2270L9.2	-0.07686424185770337		0.5	0.7464231413979961
AC109315.1	-0.07689967029598559		0.5	0.7464231413979961
COL5A2	-0.07703014630369746		0.5	0.7464231413979961
AC115989.1	-0.07705820527114783		0.5	0.7464231413979961
RP11-1H8.3	-0.07722914777916276		0.5	0.7464231413979961
CPO	-0.07746003981657591		0.5	0.7464231413979961
RP11-297C4.2	-0.07750698643071968		0.5	0.7464231413979961
TPT1-AS1	-0.07754087173851155		0.5	0.7464231413979961
RP11-638I2.9	-0.07759788277324867		0.5	0.7464231413979961
RP11-76N22.2	-0.07768399177968209		0.5	0.7464231413979961
RGPD3	-0.07794221262350763		0.5	0.7464231413979961
SCAMP4	-0.07806452433167335		0.5	0.7464231413979961
RP11-32B5.7	-0.0781155959959333		0.5	0.7464231413979961
ZFAND1	-0.07813775849451507		0.5	0.7464231413979961
ZNF133	-0.07828120050914489		0.5	0.7464231413979961
CICP5	-0.07830321185406686		0.5	0.7464231413979961
ATAD1	-0.07832599327111472		0.5	0.7464231413979961
RP11-244H3.1	-0.07836849975735118		0.5	0.7464231413979961
CTD-2184D3.4	-0.07837783863588213		0.5	0.7464231413979961
CRLF1	-0.07839818481208033		0.5	0.7464231413979961
C6orf58	-0.07846064201394695		0.5	0.7464231413979961
AC139099.3	-0.07851460733781584		0.5	0.7464231413979961
IDH2	-0.07859029622144009		0.5	0.7464231413979961
CDC37L1	-0.07859333266888148		0.5	0.7464231413979961
RP11-1070N10.3	-0.07860504715513444		0.5	0.7464231413979961
SPANXB1	-0.07860983838260686		0.5	0.7464231413979961
GYPE	-0.07860984510382105		0.5	0.7464231413979961
MIR1908	-0.0786098513876037		0.5	0.7464231413979961
ACTN2	-0.07864149141642915		0.5	0.7464231413979961
RP11-660I20.1	-0.07866169648210086		0.5	0.7464231413979961
PPFIA1	-0.07872515765650628		0.5	0.7464231413979961
RP11-204K16.2	-0.07887173455476675		0.5	0.7464231413979961
MAOA	-0.0788751877344336		0.5	0.7464231413979961
PIGP	-0.07893060983649945		0.5	0.7464231413979961
ZNF295	-0.07895687163259221		0.5	0.7464231413979961
AC009133.12	-0.07905414701919664		0.5	0.7464231413979961
EIF3FP1	-0.0792089291358379		0.5	0.7464231413979961
RP11-143M1.2	-0.07934755585014429		0.5	0.7464231413979961
RP5-1132H15.3	-0.07939203401162694		0.5	0.7464231413979961
NEB	-0.07940840722897521		0.5	0.7464231413979961
RP1-286D6.2	-0.07961517229609463		0.5	0.7464231413979961
LRRC23	-0.07963586428538544		0.5	0.7464231413979961
ZNF665	-0.07964982243885256		0.5	0.7464231413979961
UTY	-0.0796674701899751		0.5	0.7464231413979961
RP11-298J23.6	-0.07973179181463157		0.5	0.7464231413979961
RP1-238O23.4	-0.07973859277470187		0.5	0.7464231413979961
NACC2	-0.07974857134323807		0.5	0.7464231413979961
CPEB2	-0.07977105906091843		0.5	0.7464231413979961
TMBIM4	-0.0797744578259318		0.5	0.7464231413979961
RP11-540O11.1	-0.0798039982535688		0.5	0.7464231413979961
ALOX12	-0.07986651290827437		0.5	0.7464231413979961
RP11-564C4.8	-0.07996486166458794		0.5	0.7464231413979961
RP11-626E13.1	-0.08001272466122328		0.5	0.7464231413979961
DONSON	-0.08008269799279755		0.5	0.7464231413979961
RP11-261C10.3	-0.08009413374546558		0.5	0.7464231413979961
TEN1	-0.08012101883122974		0.5	0.7464231413979961
RP3-334F4.1	-0.08013867812741353		0.5	0.7464231413979961
RP11-452H21.4	-0.08018630805386855		0.5	0.7464231413979961
RP5-1142A6.2	-0.08022801933950392		0.5	0.7464231413979961
PPIAP11	-0.08039388556082876		0.5	0.7464231413979961
CISD1	-0.0804299480736061		0.5	0.7464231413979961
CTD-2011F17.2	-0.08052537711469591		0.5	0.7464231413979961
RP11-732A21.2	-0.08052538433550684		0.5	0.7464231413979961
PRPF40A	-0.0805458936523894		0.5	0.7464231413979961
ICOSLG	-0.08055040171338933		0.5	0.7464231413979961
RP5-1028L10.1	-0.08073893929296863		0.5	0.7464231413979961
USP42	-0.08091971399702771		0.5	0.7464231413979961
FAM133B	-0.08094799653447726		0.5	0.7464231413979961
NUFIP2	-0.08097560603033306		0.5	0.7464231413979961
OXR1	-0.08100055239803532		0.5	0.7464231413979961
BRIP1	-0.0810105934379664		0.5	0.7464231413979961
AGTPBP1	-0.08104066855208776		0.5	0.7464231413979961
CCT6B	-0.0812950692799126		0.5	0.7464231413979961
CLCNKA	-0.08132396818689835		0.5	0.7464231413979961
AC073135.6	-0.08135281272569535		0.5	0.7464231413979961
TMEM187	-0.08146032903608677		0.5	0.7464231413979961
RP11-1280N14.3-001	-0.08149675223422376		0.5	0.7464231413979961
APOBEC3H	-0.08151101648295005		0.5	0.7464231413979961
TBCEL	-0.08153042864008248		0.5	0.7464231413979961
C1orf55	-0.08168247790332533		0.5	0.7464231413979961
CTA-797E19.2	-0.08179241479291544		0.5	0.7464231413979961
RN5S284	-0.08179948885302261		0.5	0.7464231413979961
BIN3	-0.0818859457053834		0.5	0.7464231413979961
HNRPLL	-0.08196102138579527		0.5	0.7464231413979961
EIF2S3L	-0.08197016687411333		0.5	0.7464231413979961
GUSBP2	-0.08199718311426708		0.5	0.7464231413979961
EAF1-AS1	-0.08201678387495477		0.5	0.7464231413979961
NIT2	-0.08206614164918408		0.5	0.7464231413979961
GPATCH2	-0.08207216826954723		0.5	0.7464231413979961
RLN3	-0.08224369179541535		0.5	0.7464231413979961
RP11-111E14.1	-0.0823142495676855		0.5	0.7464231413979961
RP11-378J18.3	-0.0823344118386651		0.5	0.7464231413979961
ANKRD20A19P	-0.0823398871884841		0.5	0.7464231413979961
TEDDM1	-0.08235208662244162		0.5	0.7464231413979961
KCTD4	-0.08236196578942986		0.5	0.7464231413979961
MCTS1	-0.08236587964182338		0.5	0.7464231413979961
AK1	-0.08243421402435719		0.5	0.7464231413979961
TMEM138	-0.0824439391394492		0.5	0.7464231413979961
ZNF513	-0.08244510086348339		0.5	0.7464231413979961
ATP6V1F	-0.08244672691333717		0.5	0.7464231413979961
ACADM	-0.08249177865511897		0.5	0.7464231413979961
LPPR5	-0.08249976736960134		0.5	0.7464231413979961
GPR75	-0.08249998207632953		0.5	0.7464231413979961
NFKB1	-0.08264912351852978		0.5	0.7464231413979961
RP11-4C20.4	-0.08271767086690102		0.5	0.7464231413979961
DGCR8	-0.08276078979571837		0.5	0.7464231413979961
CBX2	-0.08280842057745051		0.5	0.7464231413979961
AHSG	-0.08281549010246536		0.5	0.7464231413979961
CASC1	-0.0828336426562972		0.5	0.7464231413979961
CLPSL1	-0.08296431253954457		0.5	0.7464231413979961
ARMC3	-0.08296432490424403		0.5	0.7464231413979961
TM9SF3	-0.08317268330785826		0.5	0.7464231413979961
C2CD4C	-0.08326175414767026		0.5	0.7464231413979961
NKX2-6	-0.08334939889720627		0.5	0.7464231413979961
AP000620.1	-0.08338177175888836		0.5	0.7464231413979961
INSM2	-0.08341794190812882		0.5	0.7464231413979961
RP11-435I10.3	-0.08347189083298029		0.5	0.7464231413979961
ASPN	-0.08347189127784019		0.5	0.7464231413979961
C4orf19	-0.08347189223783813		0.5	0.7464231413979961
KCNJ14	-0.08349824165805221		0.5	0.7464231413979961
C17orf59	-0.08350759722464327		0.5	0.7464231413979961
WI2-3658N16.1	-0.08353363583359702		0.5	0.7464231413979961
CREB1	-0.083547948901383		0.5	0.7464231413979961
ROM1	-0.0835528796691255		0.5	0.7464231413979961
AC226119.1	-0.08355842102966035		0.5	0.7464231413979961
MIPEPP3	-0.08366277017515325		0.5	0.7464231413979961
PPIL1P1	-0.08371677587135698		0.5	0.7464231413979961
RP11-432M8.17	-0.08371677684878341		0.5	0.7464231413979961
CGB1	-0.08372474545718363		0.5	0.7464231413979961
SHFM1	-0.08375709308419393		0.5	0.7464231413979961
PSMD2	-0.0837639800199083		0.5	0.7464231413979961
RP3-388N13.2	-0.08380564097522748		0.5	0.7464231413979961
LDHAP5	-0.08385587817881772		0.5	0.7464231413979961
RP11-895M11.2	-0.08389416926077471		0.5	0.7464231413979961
APPBP2	-0.08405376054972685		0.5	0.7464231413979961
RP11-108O10.2	-0.08410117077588346		0.5	0.7464231413979961
NEUROG3	-0.0841111416844389		0.5	0.7464231413979961
PNLIP	-0.0841111431735411		0.5	0.7464231413979961
RP11-558O12.1	-0.08411114474285056		0.5	0.7464231413979961
RP11-236F9.7	-0.0841111453251428		0.5	0.7464231413979961
AC083843.2	-0.08411114847953761		0.5	0.7464231413979961
RP11-20B7.1	-0.084111149581115		0.5	0.7464231413979961
ACTL8	-0.0841111524681576		0.5	0.7464231413979961
FAM75D3	-0.08411115498626358		0.5	0.7464231413979961
CTD-2218G20.2	-0.08411115647494977		0.5	0.7464231413979961
AC005022.1	-0.08411115929821426		0.5	0.7464231413979961
KCNJ8	-0.08411115943840389		0.5	0.7464231413979961
CRYBA1	-0.0841111596899126		0.5	0.7464231413979961
RP11-355I22.3	-0.0841111600443772		0.5	0.7464231413979961
RP11-468N14.6	-0.08411116234157526		0.5	0.7464231413979961
PRSS37	-0.08411116334433195		0.5	0.7464231413979961
AC013718.1	-0.08411116409413329		0.5	0.7464231413979961
RP1-144C9.2	-0.08411116443916553		0.5	0.7464231413979961
ELAVL4	-0.08411116460753207		0.5	0.7464231413979961
CASR	-0.08411116461146485		0.5	0.7464231413979961
RP11-346C20.2	-0.08411116585564649		0.5	0.7464231413979961
RP11-731D1.1	-0.08411116962446738		0.5	0.7464231413979961
C1orf147	-0.08411116968004045		0.5	0.7464231413979961
KCNJ4	-0.08411117876758403		0.5	0.7464231413979961
SSTR4	-0.08411117983670946		0.5	0.7464231413979961
HEATR7B2	-0.0841111845655298		0.5	0.7464231413979961
SLC25A5P6	-0.08411118967781687		0.5	0.7464231413979961
AL158835.1	-0.08411119235676055		0.5	0.7464231413979961
BNIP1	-0.0841342475504746		0.5	0.7464231413979961
RPL15P20	-0.08414502392930638		0.5	0.7464231413979961
AC007405.8	-0.0841667197099026		0.5	0.7464231413979961
A1CF	-0.08421827544587508		0.5	0.7464231413979961
HSP90AB3P	-0.08422740142219101		0.5	0.7464231413979961
CMC2	-0.08423326488676919		0.5	0.7464231413979961
RBBP8	-0.08427815112887092		0.5	0.7464231413979961
RNU6ATAC	-0.08437852557503131		0.5	0.7464231413979961
MTHFD1P1	-0.08442281673885249		0.5	0.7464231413979961
ATP6V1E1P1	-0.08442987903910415		0.5	0.7464231413979961
WDR86	-0.08446614414491962		0.5	0.7464231413979961
DYRK1A	-0.08450332746834524		0.5	0.7464231413979961
LSMD1	-0.08457271412402324		0.5	0.7464231413979961
TTC17	-0.08459877915638146		0.5	0.7464231413979961
RP11-356I2.2	-0.08460647954090346		0.5	0.7464231413979961
C3orf19	-0.08461485040186918		0.5	0.7464231413979961
SNORA46	-0.08463844079083487		0.5	0.7464231413979961
COMMD8	-0.08465578868792194		0.5	0.7464231413979961
RPS26P2	-0.08475180889959569		0.5	0.7464231413979961
ELFN1	-0.08487588054479592		0.5	0.7464231413979961
COL24A1	-0.08492754240739502		0.5	0.7464231413979961
RP11-144A16.1	-0.08497454375747791		0.5	0.7464231413979961
WNT5A	-0.08506405586596245		0.5	0.7464231413979961
HLA-F-AS1	-0.08510245093932615		0.5	0.7464231413979961
POP5	-0.08512553109503947		0.5	0.7464231413979961
RP11-103G8.1	-0.0852231867063931		0.5	0.7464231413979961
ROCK2	-0.08538795197074028		0.5	0.7464231413979961
RP11-255H23.2	-0.08549049012473393		0.5	0.7464231413979961
USH1C	-0.08553107414693563		0.5	0.7464231413979961
RP11-195F19.9	-0.08558040776886743		0.5	0.7464231413979961
AC016907.3	-0.08559829720667415		0.5	0.7464231413979961
CFL1P2	-0.08561382999561383		0.5	0.7464231413979961
SDHAP3	-0.08566962841128646		0.5	0.7464231413979961
RP11-508M1.3	-0.08567018477487698		0.5	0.7464231413979961
LINC00202	-0.08569162085035278		0.5	0.7464231413979961
RP11-452D2.2	-0.0858340113259461		0.5	0.7464231413979961
C21orf33	-0.085880344838411		0.5	0.7464231413979961
PHF16	-0.08591842009003578		0.5	0.7464231413979961
RP1-65P5.5	-0.08602924325525935		0.5	0.7464231413979961
RP11-80H5.4	-0.08607229889409919		0.5	0.7464231413979961
RP11-60C6.5	-0.08611206418412251		0.5	0.7464231413979961
ATXN7	-0.08615597586371336		0.5	0.7464231413979961
SEPT7P5	-0.08617171424192505		0.5	0.7464231413979961
SFTPA2	-0.08623866687302642		0.5	0.7464231413979961
A2ML1-AS1	-0.0863468550626454		0.5	0.7464231413979961
YPEL2	-0.08638357830435668		0.5	0.7464231413979961
RP11-89M16.1	-0.08646497626196187		0.5	0.7464231413979961
COX20P2	-0.08647961661374119		0.5	0.7464231413979961
HSD17B13	-0.08650958779611574		0.5	0.7464231413979961
GLI4	-0.08654982957118224		0.5	0.7464231413979961
GPD1	-0.08658256634308265		0.5	0.7464231413979961
TBX10	-0.08659474849254242		0.5	0.7464231413979961
CPLX2	-0.08669454826534505		0.5	0.7464231413979961
RN5S385	-0.08670516385065224		0.5	0.7464231413979961
IFNK	-0.08670517238602467		0.5	0.7464231413979961
RP11-740N7.2	-0.08670517681206924		0.5	0.7464231413979961
RP11-443F16.1	-0.0867051798703186		0.5	0.7464231413979961
PRSS3P1	-0.08670518514444178		0.5	0.7464231413979961
MSGN1	-0.0867051910901652		0.5	0.7464231413979961
RP11-206L10.3	-0.08674740169416943		0.5	0.7464231413979961
RP5-930J4.4	-0.08677093093278826		0.5	0.7464231413979961
ZNF44	-0.08677302447637679		0.5	0.7464231413979961
TM6SF1	-0.08681233281889467		0.5	0.7464231413979961
AC090360.1	-0.08689633558832505		0.5	0.7464231413979961
ZNF37A	-0.08690162026418632		0.5	0.7464231413979961
NDUFA9	-0.08702044252723715		0.5	0.7464231413979961
DNAJA4	-0.08716122602686724		0.5	0.7464231413979961
DNM1P32	-0.0871697612490013		0.5	0.7464231413979961
C10orf28	-0.08727655840153882		0.5	0.7464231413979961
RP11-673C5.4	-0.08728432378642204		0.5	0.7464231413979961
IBTK	-0.08728796583361163		0.5	0.7464231413979961
CTB-134F13.1	-0.08729042496145173		0.5	0.7464231413979961
RP11-1415C14.2	-0.0872904313801844		0.5	0.7464231413979961
LIN52	-0.08732760560768364		0.5	0.7464231413979961
TEX21P	-0.08737036011463936		0.5	0.7464231413979961
ZSCAN5C	-0.08737729370072066		0.5	0.7464231413979961
TMEM236	-0.08737802280943192		0.5	0.7464231413979961
RP11-434O22.2	-0.08739405361743742		0.5	0.7464231413979961
RP11-179H18.5	-0.08743574494516058		0.5	0.7464231413979961
RP11-345J4.3	-0.087499426644486		0.5	0.7464231413979961
RP11-262H14.5	-0.0875207423243062		0.5	0.7464231413979961
NXPH2	-0.0875581331854847		0.5	0.7464231413979961
HMGB1P31	-0.08760163937557748		0.5	0.7464231413979961
TIMM9	-0.08764861835741043		0.5	0.7464231413979961
E2F5	-0.08765979230638984		0.5	0.7464231413979961
AC087163.2	-0.08767747932105294		0.5	0.7464231413979961
ADNP2	-0.08769416601980964		0.5	0.7464231413979961
DMPK	-0.08771103260474082		0.5	0.7464231413979961
CTGLF12P	-0.08771105162848694		0.5	0.7464231413979961
SLC33A1	-0.0877342676697537		0.5	0.7464231413979961
C6orf228	-0.08779528705443647		0.5	0.7464231413979961
CDK13	-0.08779622446246216		0.5	0.7464231413979961
RP11-464F9.9	-0.08782996735115246		0.5	0.7464231413979961
CTD-2530H12.4	-0.08783184367738754		0.5	0.7464231413979961
RP11-34P13.12	-0.08783536811291268		0.5	0.7464231413979961
ASB8	-0.08790840203034021		0.5	0.7464231413979961
SLMO2	-0.0879552940611334		0.5	0.7464231413979961
CFHR3	-0.08798856322181013		0.5	0.7464231413979961
RP13-608F4.1	-0.08800249214880979		0.5	0.7464231413979961
RP11-16C18.3	-0.08800955540706736		0.5	0.7464231413979961
TMEM50A	-0.08802666688981003		0.5	0.7464231413979961
KRT8P35	-0.08807066675930744		0.5	0.7464231413979961
BTF3P7	-0.08809890314463982		0.5	0.7464231413979961
NBPF11	-0.08812744396194475		0.5	0.7464231413979961
CTD-2002H8.2	-0.08814309936866947		0.5	0.7464231413979961
CEP350	-0.0881719762367657		0.5	0.7464231413979961
AC019181.2	-0.0883598816979974		0.5	0.7464231413979961
NFIA	-0.08849464353851483		0.5	0.7464231413979961
EFTUD1	-0.08851099935459202		0.5	0.7464231413979961
RP11-196I18.4	-0.08858746280015474		0.5	0.7464231413979961
TEX12	-0.0886119015910206		0.5	0.7464231413979961
TDRKH	-0.08863147896231921		0.5	0.7464231413979961
RP5-914P20.5	-0.08868823840556392		0.5	0.7464231413979961
MYCBP2	-0.08877489614163284		0.5	0.7464231413979961
AL353997.7	-0.0887789630347321		0.5	0.7464231413979961
HIGD1AP1	-0.08882064480774085		0.5	0.7464231413979961
HCG27	-0.08883762058777514		0.5	0.7464231413979961
HECA	-0.0888463417213132		0.5	0.7464231413979961
MTX1	-0.0888620244440833		0.5	0.7464231413979961
CISH	-0.08886356102241884		0.5	0.7464231413979961
