Gene	Score	0.95 MoE	p-value	FDR
PIN1	0.2235830985908758		0.2909868036143795	0.8286993711855003
RP11-255B23.3	0.2235541299178697		0.2910181694077878	0.8286993711855003
PMS2P11	0.22354768159103008		0.29102174478320225	0.8286993711855003
HYAL1	0.22345792965244682		0.2911299811480205	0.8286993711855003
RP11-36C20.1	0.22345117352165064		0.29113615679646365	0.8286993711855003
NUTF2	0.2234507789706045		0.2911368068647208	0.8286993711855003
KRT12	0.2234473383582697		0.29114168237664956	0.8286993711855003
THBS3	0.22342680411053245		0.29116752258987194	0.8286993711855003
PAK4	0.22340967785826035		0.2911840993304297	0.8286993711855003
CTD-2005H7.2	0.2234086672423861		0.2911858870181369	0.8286993711855003
AC090602.2	0.22337726469096866		0.291218227913931	0.8286993711855003
SH2D5	0.22336762552268863		0.29123464213742445	0.8286993711855003
RP11-415L24.1	0.22333449774299252		0.291279496847169	0.8286993711855003
RP11-783K16.14	0.22333174738947678		0.29128112201781187	0.8286993711855003
RP11-630I5.1	0.22330028631135693		0.2913176883572775	0.8287267683772538
PYCRL	0.22320281354121255		0.2914361632971462	0.8288565354039563
CIITA	0.22319738036971956		0.2914415263602678	0.8288565354039563
PRR7	0.2231955179423829		0.2914441266332965	0.8288565354039563
HFM1	0.22316274288495117		0.2914897939283625	0.828909788335336
TRAF5	0.2231254386273042		0.2915266853019567	0.828938077634011
FAM200A	0.2231033423233939		0.2915544757199506	0.8289404860918584
TAB3-AS1	0.22300844381874244		0.2916605993629331	0.8291169406983189
RP11-160A9.2	0.2229547510527696		0.2917267438080999	0.8291169406983189
LRFN1	0.22293586999040033		0.29174202041214325	0.8291169406983189
AC006026.10	0.22293195210067007		0.2917452707534291	0.8291169406983189
HSD17B12	0.22292674748112565		0.2917512838848079	0.8291169406983189
ZNF606	0.22285523483096095		0.2918263667685107	0.8291688203802843
CDK5	0.22283428727021093		0.2918535071182474	0.8291688203802843
RP11-74E22.3	0.22279132153153583		0.29193639082103623	0.8291688203802843
RBMX2P5	0.22278019968709165		0.29194857960085807	0.8291688203802843
RXRG	0.22277953707735962		0.2919498797373724	0.8291688203802843
RP11-467J12.1	0.22277777800853024		0.2919573555223298	0.8291688203802843
AC097639.8	0.22277279662413432		0.2919620685171943	0.8291688203802843
RPS5	0.22275244722031898		0.2919851459403237	0.8291688203802843
ZNF696	0.2227281040904437		0.2920205746603393	0.8291928934010151
MYO10	0.222660644141523		0.29209273223688487	0.8293212440014766
UNC80	0.22259495191407705		0.29216440226223755	0.8294481867675556
PATE2	0.22248184871346702		0.29234089579405836	0.8296246426265793
SLC47A1	0.22247154843161893		0.2923522719885588	0.8296246426265793
RP11-539L10.3	0.2224643250973004		0.29235731001755183	0.8296246426265793
RP11-522H2.3	0.22243515044903414		0.2923816875771956	0.8296246426265793
TTI2	0.22243062417746928		0.29238623805499575	0.8296246426265793
WASH6P	0.22242851424045212		0.29238835077683156	0.8296246426265793
KBTBD2	0.22239570660963845		0.29243223038419036	0.8296644852060099
RP11-3J11.1	0.22231869024637607		0.29251673925762206	0.8296644852060099
ZNF772	0.22231851603064176		0.2925208021842293	0.8296644852060099
C6orf164	0.2222948143820953		0.2925430670220373	0.8296644852060099
NUP88	0.22228343320555963		0.29255671845543785	0.8296644852060099
PDHX	0.22227425098324544		0.29256419424039526	0.8296644852060099
ADORA1	0.22218273001358563		0.2926891698628356	0.8298898719012072
AC012360.4	0.22217400486796843		0.29269762075017874	0.8298898719012072
MYH7B	0.22212705167672878		0.2927639277124098	0.8300013822336896
RP11-305E6.4	0.2219929765156288		0.2929095430020152	0.8301900248458636
C9orf46	0.2219820628955644		0.29293782097120197	0.8301900248458636
THAP3	0.22193122786890654		0.2930005525580186	0.8301900248458636
PRAM1	0.2219291877877258		0.2930033153481115	0.8301900248458636
LRPPRC	0.22190985131995225		0.2930322433855555	0.8301900248458636
AC145110.1	0.22190436035027677		0.29303906910225574	0.8301900248458636
MST1	0.2218822659152142		0.2930691347591497	0.8301900248458636
LARP7	0.22186427834132963		0.2930970876942079	0.8301900248458636
RP4-800M22.3	0.22185573947161188		0.2931084638887083	0.8301900248458636
MPV17	0.22184061119516885		0.29313121627770916	0.8301900248458636
SEPT7P6	0.2217860714475199		0.29318484690892543	0.8301900248458636
CRYGN	0.22176193063123964		0.2932095495026978	0.8301900248458636
NT5C	0.22175592494552937		0.29321393746343366	0.8301900248458636
CDH12P2	0.2217469639661142		0.29322206331664824	0.8301900248458636
LINC00176	0.22173736444471673		0.29323522719885586	0.8301900248458636
POLR2B	0.22166357946376242		0.2933192485210947	0.8303445579170117
DDX54	0.2216423317321355		0.29334378859780275	0.8303445579170117
UNC119B	0.22161242045596888		0.29338214262497564	0.8303767249310028
KIF2A	0.22155896828415564		0.2934308977442632	0.8304216479676292
OLIG2	0.22151346228510133		0.29348631606318665	0.8304216479676292
PION	0.22150059340343325		0.29350013001365144	0.8304216479676292
CTD-2666L21.3	0.22149526106045553		0.29350598062796596	0.8304216479676292
CTD-3110H11.1	0.22146051988946264		0.29354498472339596	0.8304459360058846
GFRA3	0.2214357578414467		0.2935685496977183	0.8304459360058846
OSBPL11	0.22132884463084415		0.29368897484235845	0.830710214213478
H2AFZ	0.22129571862236042		0.29371871546512385	0.83071796286082
TRIM38	0.22124016075678285		0.29378339725671193	0.8307693014705883
RPL5P30	0.22123288001914435		0.2937908730416694	0.8307693014705883
LINC00230B	0.2211534348969879		0.2938835077683157	0.8309548754710044
RP11-395B7.4	0.22107215903480257		0.2940232724436066	0.8312243866580905
B4GALT3	0.2210622388716355		0.29403286095039977	0.8312243866580905
RP11-51M18.1	0.22102363172438835		0.29407088994344405	0.8312342673403765
TRPM1	0.2210042651872335		0.29409039199115905	0.8312342673403765
LINC00304	0.22093310476148362		0.2941745758304622	0.8313958295057873
SNRPFP4	0.22091371630820236		0.29420480400442045	0.8314048865619545
EPGN	0.2208334914847483		0.29430621465253853	0.8316150808229245
AC008038.1	0.2207790951874547		0.29436390821036207	0.8316287183253763
PLK1	0.22075365440475275		0.29438714815055583	0.8316287183253763
RBMXP4	0.22074534653097447		0.29439819931092764	0.8316287183253763
CA13	0.2207285212068594		0.2944191640122213	0.8316287183253763
LA16c-390E6.5	0.22071372720695293		0.29447929532600925	0.8317222069218765
SRSF11	0.2206805625035775		0.29452187479685366	0.8317661097852028
SNX1	0.22060416433515773		0.29461678476240005	0.8317851247248716
IDH3A	0.22059263420427166		0.29462783592277186	0.8317851247248716
ATP6V1B1	0.2205726066365521		0.2946431125268153	0.8317851247248716
HSPD1	0.220565789425147		0.2946489631411298	0.8317851247248716
PRKAG1	0.2205297973658826		0.29468812975362413	0.8317851247248716
CTSS	0.22052128990541017		0.294700318533446	0.8317851247248716
PCDHGA6	0.22048496856019212		0.29474306052135474	0.8317851247248716
NUDT21	0.220464609941136		0.2947633751543912	0.8317851247248716
AC007879.4	0.22045205309970756		0.2947736137294416	0.8317851247248716
RP11-102F4.3	0.22042969132651638		0.29479896639147113	0.8317851247248716
AMT	0.22038175064648546		0.2948504843008516	0.8318242251971392
ASLP1	0.2203678580933506		0.29486689852434506	0.8318242251971392
CCDC14	0.22024188868220074		0.2950170642917506	0.8321715412120656
RP4-677H15.4	0.22013927647013445		0.29514870311382696	0.8324466037216977
RP1-13D10.2	0.22012087585571374		0.2951686927127348	0.8324466037216977
TPR	0.22005357639872017		0.29524507573295194	0.832495876855415
KCTD7	0.22002333012947425		0.2952736787362673	0.832495876855415
POLR2F	0.22000972629033738		0.29528635506728207	0.832495876855415
RUVBL1	0.21999923101339472		0.2953013066371969	0.832495876855415
NUMB	0.2199868204799895		0.29532145875316906	0.832495876855415
BMPR1APS2	0.219957559322949		0.295357049990249	0.8325199267063674
AC010894.5	0.21983183551547497		0.29549697718260415	0.8328180236285374
GAPVD1	0.2198108938329117		0.29552102970811933	0.8328180236285374
SPAG9	0.21977509697784414		0.29556962231034256	0.8328180236285374
RP3-339A18.6	0.21977348985761333		0.2955710849639212	0.8328180236285374
CTB-51J22.1	0.2197455548058972		0.2956008255866866	0.8328255494505494
C7orf23	0.219692566756504		0.2956633946564389	0.8328499496475328
RP11-70C1.1	0.21968346961439691		0.29567493336800366	0.8328499496475328
TRIM13	0.21967101597818645		0.29569069752323995	0.8328499496475328
PFN1P5	0.21965066588591145		0.2957189754924267	0.8328533504210911
ARPC5L	0.21963964723022447		0.2958075472924657	0.8328668801463861
JAGN1	0.21963751180658359		0.29581079763375157	0.8328668801463861
PIK3CA	0.21960579953975415		0.29584980172918157	0.8328668801463861
AC004967.11	0.21959844960486513		0.29585581486056034	0.8328668801463861
RP11-613M5.1	0.21958769696613034		0.29586897874276796	0.8328668801463861
AXL	0.2195749517909099		0.2958862055515829	0.8328668801463861
LTB4R	0.2195490487480207		0.2959203341350842	0.8328867441222211
TMSB10P1	0.2194797912029653		0.2959978547747513	0.8329973486926312
C8orf59	0.2194489348241636		0.2960342585971527	0.8329973486926312
CD68	0.21942735278214764		0.29606611194175386	0.8329973486926312
RP11-433P17.3	0.21936658758206748		0.2961366443476565	0.8329973486926312
RP11-111K18.2	0.21936047885363388		0.2961428199960996	0.8329973486926312
SMARCD1	0.21935564976880592		0.29614720795683547	0.8329973486926312
RP11-274K13.2	0.21935471038696064		0.296149158161607	0.8329973486926312
CEP76	0.2192800245628743		0.29622895404017424	0.8331456257427553
RP4-564F22.5	0.21925154682578352		0.2962591822141325	0.8331544789762341
FOS	0.2191341209274368		0.2965185594487421	0.8337749040394808
SPTBN2	0.21912359495322403		0.29653399856984985	0.8337749040394808
ST6GALNAC4P1	0.2190984161632221		0.2965642267438081	0.8337836973407659
RP11-318L16.6	0.21903671909988925		0.2966475979977898	0.8339418859649123
MAZ	0.21899993014392255		0.2966887148150556	0.8339812699862952
ILF2	0.21886908107697278		0.29684066827016836	0.8343321761374017
ZNF207	0.21880675400007488		0.2969285900019502	0.8344336865180855
KCTD2	0.2188045099100907		0.2969310277579146	0.8344336865180855
GUSBP9	0.21876208753778542		0.2969711694727946	0.834470271257649
SCARA3	0.21869218860736767		0.29704332704934017	0.834596803652968
EIF1AX	0.21864086721386528		0.2971024832607424	0.8346867865948316
AC073343.13	0.21858598896834108		0.2971793538321524	0.8347937015061616
MBD3	0.21852609096959583		0.29723298446336865	0.8347937015061616
TMEM119	0.21852424740438425		0.2972352597022687	0.8347937015061616
LMO4	0.21851724728592806		0.29724907365273356	0.8347937015061616
NEUROG2	0.21847178641573967		0.2973066046934928	0.8348288765172949
PROX1	0.21846249903624687		0.29731586816615746	0.8348288765172949
RP11-407P2.1	0.2182944725650316		0.297510563609179	0.8352993246942874
MEGF9	0.21823680309473492		0.29758353377104596	0.8353147171184281
C10orf10	0.2182132235976998		0.2976079113306897	0.8353147171184281
RP11-401P9.6	0.2181272994052619		0.29770542156926477	0.8353147171184281
NKX3-1	0.21812077402695945		0.29771354742247935	0.8353147171184281
AC092811.1	0.21808695226353783		0.2977400377039589	0.8353147171184281
CELF6	0.21808175630960178		0.2977457258012091	0.8353147171184281
CEACAM21	0.21805221322444054		0.297776279009296	0.8353147171184281
IGHA1	0.21802790620612614		0.2977998439836183	0.8353147171184281
AHSA1	0.2179895108265449		0.29784372359097705	0.8353147171184281
ZNF720P1	0.21796386600024228		0.2978705389065852	0.8353147171184281
ZNF69	0.21788437558189266		0.29795342260937396	0.8353147171184281
SET	0.2178667635912014		0.2979716245205747	0.8353147171184281
PREPL	0.2178665255800844		0.29797178703763894	0.8353147171184281
MED19	0.21785612119890682		0.2979830007150751	0.8353147171184281
RP11-529K1.2	0.2178551113991226		0.2979844633686537	0.8353147171184281
KAT2B	0.21780174602121738		0.29805012026262756	0.8353147171184281
EPHA2	0.21778293694334347		0.2980717350321784	0.8353147171184281
CBX3P1	0.2177659417781762		0.2980953000065007	0.8353147171184281
AC010240.2	0.21773234111604745		0.2981427549892739	0.8353147171184281
QARS	0.2177261823485642		0.2981479555353312	0.8353147171184281
ADAMTS10	0.21772390940299619		0.29814941818890983	0.8353147171184281
RP11-462C24.1	0.21770704738584767		0.29817265812910354	0.8353147171184281
MEGF8	0.21768095950732388		0.29820239875186894	0.8353147171184281
WASH7P	0.21766300602760805		0.29822677631151273	0.8353147171184281
PPFIA2	0.21766237400792263		0.2982331144770201	0.8353147171184281
BARX2	0.21765008735720093		0.29824351556913475	0.8353147171184281
POM121L10P	0.21763593073191595		0.29825749203666385	0.8353147171184281
RP11-159F24.1	0.21758572321290268		0.2983145355262303	0.8353147171184281
EXD3	0.2175715909746986		0.2983304621985308	0.8353147171184281
ASNS	0.21751013407452857		0.29838555548332574	0.8353147171184281
RPS20P22	0.21749638423630926		0.298404082428655	0.8353147171184281
GTSE1	0.21749086547614813		0.2984081453552623	0.8353147171184281
DCDC5	0.2174629516787632		0.29844259897289216	0.8353147171184281
RP3-408N23.4	0.21743408463520744		0.2984793278294221	0.8353147171184281
MANSC1	0.21742269821528085		0.29849265422869403	0.8353147171184281
AC105206.1	0.21742194846298302		0.29849346681401545	0.8353147171184281
PPP1R12C	0.21737228245646487		0.29854092179678865	0.8353245399329162
QRICH1	0.21733438076654032		0.2986208801924202	0.8353245399329162
HNRNPA2B1	0.21731441738484897		0.29864363258142107	0.8353245399329162
SERINC3	0.2173140817377827		0.2986437950984853	0.8353245399329162
CASP2	0.2173008333776619		0.29871010206071635	0.8353245399329162
RP13-228J13.5	0.21728971916891987		0.2987180653968667	0.8353245399329162
DHX34	0.21727720936662911		0.29873236689852434	0.8353245399329162
USE1	0.21726871142982496		0.2987414678541247	0.8353245399329162
SEPT7P2	0.21725790463622502		0.2987573945264253	0.8353245399329162
FAHD2B	0.21719661614265406		0.29882532665929923	0.8353245399329162
RP11-463M16.4	0.21713588019799857		0.2988937463433661	0.8353245399329162
SPATA5L1	0.21713360838721305		0.2988956965481376	0.8353245399329162
RP11-961A15.1	0.21713089620358095		0.2988982968211662	0.8353245399329162
GCC2	0.21712267526853327		0.29890772281089517	0.8353245399329162
AC006160.5	0.2171199503322202		0.29890951049860237	0.8353245399329162
RP11-796G6.2	0.21709005196244804		0.2989376259507248	0.8353245399329162
CTGLF11P	0.21706375085680443		0.2989595657544042	0.8353245399329162
CD53	0.21700733365523756		0.2990362738087499	0.8353245399329162
RP11-90P5.2	0.216997068215002		0.299049112656829	0.8353245399329162
MDN1	0.21697949523662932		0.29906503932912953	0.8353245399329162
IRF8	0.2169448801611903		0.2991003055320809	0.8353245399329162
ADAM11	0.21691650252753883		0.29912842098420334	0.8353245399329162
CTD-2031P19.5	0.21691149299908058		0.299134921666775	0.8353245399329162
ZNF484	0.21686314519332953		0.29918936488331277	0.8353245399329162
AC002310.17	0.21682625617473192		0.2992314568029643	0.8353245399329162
RPSA	0.21680949574570008		0.29924852109471495	0.8353245399329162
AHCYL1	0.21676585596924822		0.29929191315088083	0.8353245399329162
RNU2-7P	0.21673992306456466		0.2993244165637392	0.8353245399329162
ZNF485	0.21673891538971116		0.2993268543197036	0.8353245399329162
LINS	0.21671676575852722		0.29934798153806147	0.8353245399329162
KLF13	0.21666195861079238		0.2994173763245141	0.8353245399329162
HERC2P5	0.21665839841041504		0.2994219268023142	0.8353245399329162
RMND5A	0.21664252858682312		0.29944549177663654	0.8353245399329162
C5orf64	0.21662529620375193		0.2994693817850874	0.8353245399329162
AL845154.2	0.21662528387389213		0.2994801079113307	0.8353245399329162
ANKRD34C	0.216625280352001		0.2994908340375739	0.8353245399329162
LARS2-AS1	0.2166252716339323		0.2995015601638172	0.8353245399329162
RP11-409K20.8	0.2165855324007069		0.29956932977962686	0.8354378172588832
ANKZF1	0.21644458254388968		0.29972648378079697	0.8358003262938457
PPP1R14BP3	0.2164118768666426		0.2997619125008126	0.8358233641471814
RP11-256P1.1	0.21635267730064134		0.2998363453162582	0.835944635737586
COL6A2	0.21633491804569632		0.2998597477735162	0.835944635737586
AC096670.3	0.21627392033220488		0.29993466814015474	0.8360777385159011
FAM90A11P	0.21623235084208717		0.2999861860495352	0.8361273666092942
AC098617.2	0.21621284620979625		0.30000682571670023	0.8361273666092942
MIR589	0.21616139249663163		0.30006598192810247	0.8362164855072465
NUDCD1	0.21613132659962128		0.30009913540921795	0.8362331310569694
ELK1	0.21601249345619283		0.3002621400247026	0.8366115739902191
BRCA2	0.21598291705072645		0.3002977312617825	0.8366349723806937
RP11-148O21.4	0.21595905374827595		0.3003290970551908	0.836646595436436
FAM127A	0.21593143006525817		0.30038939088604305	0.8366942743968311
MEA1	0.21579222486973446		0.3005434570629916	0.8366942743968311
DDX12P	0.21578170419377202		0.300553695638042	0.8366942743968311
RP11-731J8.2	0.2157743775034405		0.30056214652538515	0.8366942743968311
H3F3AP5	0.21576080503970793		0.3005944874211792	0.8366942743968311
RAD54L2	0.21575167975558282		0.30062081518559447	0.8366942743968311
RP11-54O7.11	0.21573907182532712		0.3006460053305597	0.8366942743968311
SCGB3A1	0.2157360875172685		0.30064941818890983	0.8366942743968311
HMGB1P44	0.21572511264703534		0.30067282064616785	0.8366942743968311
RNY4P12	0.21572510693647248		0.3006819216017682	0.8366942743968311
LRRC63	0.21572510662610195		0.3006910225573685	0.8366942743968311
RP11-223A3.1	0.21572020724845015		0.30070174868361177	0.8366942743968311
TRIM28	0.21568515375447408		0.30074367808619906	0.8366942743968311
NDUFB2	0.2155894933706375		0.3008639407137749	0.8366942743968311
CTD-2044J15.1	0.2155647320076929		0.3008905935123188	0.8366942743968311
ATP6AP1L	0.21555508994241113		0.300904082428655	0.8366942743968311
AMPH	0.21555483765364175		0.3009042449457193	0.8366942743968311
ZNF462	0.21553636713894297		0.30091919651563415	0.8366942743968311
RP11-351I21.10	0.21547806650027757		0.3010007800819086	0.8366942743968311
GTSF1	0.21545272936012175		0.30103165832412404	0.8366942743968311
AC090772.1	0.2154527290747295		0.30103945914321006	0.8366942743968311
RP11-546B8.6	0.21545272270001417		0.30104725996229603	0.8366942743968311
AC007237.2	0.21545272155263934		0.30105506078138206	0.8366942743968311
RP11-355D13.3	0.2154369841537627		0.3010861015406618	0.8366942743968311
CCL3	0.21543216692096043		0.3010981278034194	0.8366942743968311
USP21	0.21542989640684748		0.3011036533836053	0.8366942743968311
HBEGF	0.2154250131180749		0.3011103165832412	0.8366942743968311
GPR39	0.21539373463011482		0.3011483455762855	0.8366942743968311
RP13-401N8.1	0.21534957342882022		0.3012014886563089	0.8366942743968311
AC116050.1	0.215349395032215		0.3012014886563089	0.8366942743968311
ZNF845	0.21534835592402257		0.3012014886563089	0.8366942743968311
EN2	0.21528312161494106		0.3012846973932263	0.8366942743968311
EXOSC6	0.21526612291562988		0.3013006240655269	0.8366942743968311
RP4-669L17.11	0.2152586954153711		0.3013103750893844	0.8366942743968311
GUSBP5	0.21523749970555078		0.30133881557563547	0.8366942743968311
GAS2L1	0.21513123690969604		0.30146314112981865	0.8366942743968311
PRMT7	0.2151244570158986		0.3014709419489046	0.8366942743968311
ITGB1BP1	0.2150859757887263		0.30151985958525646	0.8366942743968311
SNORD15A	0.21506732942687312		0.301543587076643	0.8366942743968311
AC104650.2	0.215054923205026		0.3015609764025223	0.8366942743968311
RP4-730K3.3	0.21504969090061127		0.3015679646362868	0.8366942743968311
RP11-202G11.1	0.21503048927674345		0.3015944549177664	0.8366942743968311
AP001469.7	0.2150037174120448		0.30163589676916075	0.8366942743968311
RP13-77O11.2	0.21499118078467883		0.3016490606513684	0.8366942743968311
RP11-256L6.3	0.21498728579681367		0.3016552362998115	0.8366942743968311
STARD6	0.21498137886674887		0.3016589741922902	0.8366942743968311
ZNF831	0.21489790280046536		0.30176818565949426	0.8366942743968311
RP11-637A17.2	0.2148641664200677		0.3018044269648313	0.8366942743968311
AC002553.2	0.21486134026336265		0.30180881492556716	0.8366942743968311
ETS1	0.2148491403974923		0.3018214912565819	0.8366942743968311
BOLA1	0.21483004155683572		0.30184050575310406	0.8366942743968311
RBP5	0.21481576363630053		0.3018884482870701	0.8366942743968311
RPL21P2	0.21478877565196075		0.30191851394396413	0.8366942743968311
EXOSC8	0.21478440249652		0.30192338945589287	0.8366942743968311
AC099522.1	0.21473044545929554		0.30199879737372426	0.8366942743968311
PTGES3P4	0.21470975380632876		0.302025937723461	0.8366942743968311
R3HDM4	0.2146954501468467		0.30203780146915427	0.8366942743968311
RP11-350J20.9	0.21469403085446132		0.30203975167392577	0.8366942743968311
C9orf125	0.21468987081796298		0.3020428394981473	0.8366942743968311
CTDP1	0.21468469260935089		0.3020483650783332	0.8366942743968311
RP11-173D3.2	0.21467493659367962		0.30205730351686927	0.8366942743968311
ANO10	0.21466460914587032		0.30206559188714815	0.8366942743968311
DDX1	0.21466342394561513		0.30206640447246963	0.8366942743968311
CTD-3195I5.5	0.21464394226318653		0.30208671910550605	0.8366942743968311
NUP43	0.21459896314282018		0.3021375869466294	0.8367466246624662
DHX38	0.21457883216567777		0.30216001430150163	0.8367466246624662
NAE1	0.21453558128886316		0.3022139699668465	0.8367958063354932
RP11-100N21.1	0.2145190281975827		0.3022321718780472	0.8367958063354932
RNF32	0.21443656853697932		0.30233049470194373	0.8369556415332015
RP11-552M11.4	0.21442080972096447		0.3023443086524085	0.8369556415332015
PA2G4P4	0.2143819754684262		0.30241045309757525	0.8370634278002699
CYB5R2	0.21435157768414198		0.30243986868621203	0.8370695394026628
AVEN	0.21432116277572583		0.30247545992329194	0.8370853932584271
TMEM181	0.2142681185549686		0.3025411168172658	0.8370853932584271
AARS	0.2142543396612626		0.30255736852369497	0.8370853932584271
RP11-174O3.1	0.21424571437642909		0.30256858220113114	0.8370853932584271
AC097461.4	0.2142048714319079		0.30261766235454723	0.8370853932584271
RP11-353N4.1	0.21418378319783654		0.30264447767015534	0.8370853932584271
NGLY1	0.2141519070796114		0.3026797438731067	0.8370853932584271
STARD7	0.21414107332644466		0.30268933237989987	0.8370853932584271
M6PR	0.21414081228525822		0.30269046999934995	0.8370853932584271
ROBO1	0.21409122682853496		0.30274491321588765	0.8371607046557612
HOXB8	0.21399103364406602		0.3028710264577781	0.8374341691381325
B3GALT6	0.2139237793936261		0.3029555353312098	0.8375035938903864
OPA1-AS1	0.21391223192819542		0.3029652863550673	0.8375035938903864
RP11-467L13.5	0.21389976345466158		0.30297780016901776	0.8375035938903864
CHMP7	0.2138341697911567		0.30304280699473446	0.837528735632184
STUB1	0.21381277472136148		0.3030754729246571	0.837528735632184
RP11-244N9.4	0.2137990042512194		0.303088799323929	0.837528735632184
DDIT3	0.2137761538081349		0.3031240655268803	0.837528735632184
KRT18P25	0.21376082662634033		0.30314763050120264	0.837528735632184
ZBTB9	0.21375766453529352		0.3031502307742313	0.837528735632184
EIF4A2	0.21371222639939627		0.30319248521094716	0.8375702612911915
GABRE	0.2136109884252721		0.30330754729246573	0.8377069120287254
MRPL44	0.21360561445050355		0.303323311447702	0.8377069120287254
PAFAH1B2	0.2136046696075417		0.3033236364818306	0.8377069120287254
RP11-281O15.7	0.21358147183079135		0.3033550022752389	0.8377183376716633
KCTD19	0.21352306634196783		0.30342504712994867	0.837836564351104
ZNF492	0.21350027139478123		0.30345917571344994	0.8378556044153281
PAXIP1	0.21344189973290845		0.30358090099460444	0.8381042526466894
RAB23	0.21341413755169297		0.30361405447571993	0.8381042526466894
FAM53C	0.21339735905453389		0.3036309562504063	0.8381042526466894
IQSEC2	0.21336426157037985		0.30366524735097183	0.8381237104153584
CASS4	0.21332677071821668		0.30369872586621594	0.8381409221385001
FRMD4B	0.21324730587347007		0.3037812845348762	0.8381414739107047
KATNAL2	0.21320778694718107		0.3038199635961776	0.8381414739107047
NBL1	0.21320107617884249		0.3038251641422349	0.8381414739107047
EFTUD2	0.2131890799458937		0.30384044074627836	0.8381414739107047
RP11-491F9.1	0.2131799786753932		0.3038529545602288	0.8381414739107047
ARSG	0.2131717931615646		0.30386238054995773	0.8381414739107047
ZNF416	0.21314341982525564		0.30389163362153027	0.8381470192738681
ANKRD11	0.21309304076501318		0.30394688942338943	0.8381897169473307
RP11-799P8.1	0.21306484447093618		0.3039818305922122	0.8381897169473307
ELOVL3	0.21302169945601127		0.3040326984333355	0.8381897169473307
PTOV1	0.21300015579000747		0.30406065136839366	0.8381897169473307
D2HGDH	0.21299804059370103		0.3040622765390366	0.8381897169473307
SRGAP2P2	0.2129769600981708		0.30409055450822337	0.8381897169473307
ST13P13	0.2129489899466597		0.3041318338425535	0.8381897169473307
SRI	0.21294591779891597		0.3041332964961321	0.8381897169473307
RP11-677M14.2-001	0.212927058301853		0.3041523109926542	0.8381897169473307
RP11-206M11.7	0.212892437594807		0.3041919651563414	0.8381909367723447
HNRNPA3P5	0.21288109967041655		0.30420724176038483	0.8381909367723447
SNORD14D	0.21280464461578724		0.30430133914060975	0.8383751231306528
MLLT4-AS1	0.2128035172669839		0.30437495937073394	0.8384868833378101
DCAF8	0.21278584294650274		0.30439641162322045	0.8384868833378101
GLTSCR2	0.21275344760646117		0.30443541571865046	0.8385192479856759
SNRPG	0.2126836128032264		0.3045176493531821	0.8386205971750402
HNRNPA1P23	0.21263014708920522		0.30457111746733406	0.8386205971750402
ARAP1-AS2	0.2125773328643393		0.3046393746343366	0.8386205971750402
METRN	0.21257232136147422		0.3046434375609439	0.8386205971750402
TMC2	0.21254599302455368		0.3046726906325164	0.8386205971750402
MRPL41	0.2125437293629604		0.304676916076188	0.8386205971750402
SUMO2	0.2125122505880014		0.3047583371253982	0.8386205971750402
GTF3C1	0.21250522890770315		0.30476532535916273	0.8386205971750402
SMC2	0.2124948366262796		0.3047750763830202	0.8386205971750402
UBE4A	0.21244294936493302		0.30483780796983684	0.8386205971750402
SMTNL2	0.21244212495344295		0.30483975817460834	0.8386205971750402
EPN1	0.21242126457471774		0.3048626730806735	0.8386205971750402
DYNLL1	0.2124115994474592		0.3048709614509523	0.8386205971750402
AC012456.4	0.21238994710335055		0.304899726971332	0.8386205971750402
CCT3	0.21238413995364636		0.3049062276539037	0.8386205971750402
FAM108B1	0.21238047450788408		0.30490834037573944	0.8386205971750402
CAB39L	0.21229979052210404		0.3050017876877072	0.8386243858865565
MIR497HG	0.21229883228175833		0.30500520054605734	0.8386243858865565
POLR2J	0.21229688265483543		0.3050079633361503	0.8386243858865565
MLLT10P1	0.2122616916102082		0.3050492426704804	0.8386243858865565
TOMM22	0.21223325749694433		0.30508044594682443	0.8386243858865565
RP11-65N13.6	0.21221542712125593		0.3051007605798609	0.8386243858865565
FAM86B1	0.2121949288068855		0.305123675485926	0.8386243858865565
SMPD2	0.2121771028445195		0.30514301501657676	0.8386243858865565
XXbac-B476C20.11	0.21216363232064422		0.30515504127933435	0.8386243858865565
GRPR	0.21200492442009838		0.30534941168822727	0.8390146862483311
ANO8	0.21193211754014585		0.30543392056165897	0.8390146862483311
KLRAP1	0.2118951762057407		0.30546837417928885	0.8390146862483311
TTC39C	0.21185969370563582		0.30551079113306895	0.8390146862483311
GHRL	0.21184977328452415		0.30552119222518365	0.8390146862483311
HP1BP3	0.21184289634269277		0.30552850549307675	0.8390146862483311
JRKL	0.2118210404620964		0.3055533706039134	0.8390146862483311
WDPCP	0.21177282901867706		0.30561122667880125	0.8390146862483311
RP11-351K16.4	0.2117561892998467		0.30562747838523047	0.8390146862483311
PMS2P5	0.2117487939484592		0.30563349151660923	0.8390146862483311
LRP1B	0.21174401708244403		0.30563901709679514	0.8390146862483311
RP11-29H23.4	0.21171775547185406		0.30567070792433204	0.8390146862483311
RPS3AP5	0.21165564505520693		0.30579828381980106	0.8390146862483311
TMSB4XP2	0.21164657966259354		0.30580852239485146	0.8390146862483311
RP11-163E9.1	0.2116237628762365		0.30583810050055255	0.8390146862483311
SNORD83B	0.21156131144050955		0.30591545862315545	0.8390146862483311
ATG4B	0.21152979959286833		0.30594893713839955	0.8390146862483311
